h3,District,DS,GN,population_2020,schools,gas_stations,pharmacies,banks,supermarkets,poi_count,population_2020_score,bank_user_cx_score,beauty_cx_score,clothing_outlet_score,eat_out_seeker_cx_score,health_fitness_conscious_cx_score,insurance_cx_score,interest_in_property_cx_score,interest_in_vehicle_cx_score,interest_in_movie_cx_score,interest_in_music_cx_score,online_shopper_cx_score,overseas_travellers_cx_score,post_arpu_derived_score,prepaid_arpu_derived_score,selfcare_score,smart_phone_user_cx_score,social_media_cx_score,supermarket_cx_score,poi_count_score,cx_during_daytime_score,score,norm_score,rank
8861034821fffff,Colombo,Homagama,Wethara,1312.678809,1,1,2,1,2,7,0.052363296,0.060287913,0.049130587,0.022927436,0.028561132,0.064497385,0.070131101,0.104140527,0.101709681,0.035159103,0.049355204,0.055895294,0.031973618,0.132857604,0.438475022,0.057255196,0.079171731,0.079719388,0.04799607,0.155555556,0.025815989,0.827247548,0.244116181,2
88611c8461fffff,Colombo,Kaduwela,Nawagamuwa,1839.426032,0,0,2,0,0,2,0.073375459,0.028183172,0.020072354,0.015125407,0.016704208,0.026728646,0.033564998,0.052070263,0.04007405,0.017631716,0.024549739,0.025990007,0.011972184,0.115760032,0.454680902,0.02269238,0.037083052,0.037984262,0.016181697,0.044444444,0.0258156,0.704442534,0.2078771,2
88611c8d2dfffff,Gampaha,Attanagalla,Thalgasmote East,1448.439202,3,0,0,0,0,3,0.157571832,0.042419335,0.022028986,0.015515904,0.033416771,0.031050767,0.043115721,0.050200401,0.042243605,0.027620632,0.024521531,0.028362964,0.028830117,0.323551253,0.504120894,0.034830837,0.034559158,0.034419752,0.027036486,0.085714286,0.099208787,1.097994751,0.356912686,2
88611c8457fffff,Colombo,Kaduwela,Thunadahena,1235.832685,1,0,0,0,0,1,0.049297873,0.03649789,0.037343914,0.024267662,0.025858185,0.043579314,0.048412573,0.080928482,0.052814984,0.03265519,0.035728638,0.031545977,0.014768084,0.739842938,0.413210103,0.031754353,0.046347063,0.049139571,0.032392291,0.022222222,0.025768188,1.256965426,0.370923553,2
88611c874dfffff,Colombo,Hanwella,Hanwella Town,787.935877,1,0,0,0,0,1,0.031431085,0.027761231,0.023573346,0.007562703,0.009081899,0.018535735,0.035381456,0.023462986,0.040509637,0.017631716,0.026924342,0.021813707,0.009176285,0.071201635,0.424962154,0.017974162,0.037191087,0.037368125,0.014621319,0.022222222,0.025766046,0.564438417,0.166562659,1
88611c15e1fffff,Gampaha,Katana,Kaluwarippuwa East - Uthura,1167.098095,1,0,0,0,1,2,0.126965484,0.088108883,0.03884058,0.071217998,0.047684606,0.045690673,0.097823876,0.050801603,0.097864351,0.077537438,0.106801094,0.092693454,0.065999523,0.097826768,0.645603078,0.070660011,0.102629028,0.106274125,0.060635226,0.057142857,0.099088521,0.988173414,0.321214311,2
88611c88e5fffff,Gampaha,Mirigama,Dambutuwa,599.4235928,0,0,0,0,0,0,0.065209692,0.016537934,0.017304348,0.005182312,0.005569462,0.01133412,0.014439699,0.014028056,0.025252288,0.023294509,0.005041012,0.005446511,0.011436741,0,0.38125244,0.022151969,0.010326205,0.011031679,0.006299764,0,0.09906754,0.452761895,0.147174168,1
88611c8d63fffff,Gampaha,Attanagalla,Thihariya North,1910.18835,2,0,0,0,0,2,0.207804288,0.113242806,0.054782609,0.033359193,0.089048811,0.069657615,0.110229815,0.088176353,0.121098334,0.06921797,0.07621326,0.076970507,0.066476054,0.153083592,0.498868009,0.086633389,0.089078357,0.093849211,0.077347099,0.057142857,0.098825133,0.994245846,0.323188208,2
88611c1639fffff,Gampaha,Katana,Heenatiyana South,1767.468905,0,0,0,0,0,0,0.192278221,0.079014576,0.030434783,0.035686579,0.044305382,0.053955136,0.088061826,0.062124248,0.066181648,0.036605657,0.062884484,0.056931456,0.051465332,0.148967961,0.667372999,0.050915141,0.079029099,0.081972455,0.056435384,0,0.098616071,1.065054565,0.346205194,2
88611c02d9fffff,Gampaha,Katana,Andimulla,1457.93645,0,0,0,0,0,0,0.158605012,0.057773764,0.02057971,0.035376261,0.024530663,0.02136954,0.043929225,0.0249499,0.035437691,0.030615641,0.052973342,0.042133388,0.029068382,0.060016641,0.506942508,0.030282862,0.057941485,0.060183176,0.037273602,0,0.098264263,0.762837764,0.24796701,2
88611c9403fffff,Colombo,Padukka,Miriyagalla,481.0596616,0,0,0,0,0,0,0.019189667,0.007594937,0.003652702,0.001995979,0.002054239,0.021557234,0.006870952,0.008782936,0.01916585,0.003453312,0.005625982,0.006040719,0.002229551,0.021902679,0.411624572,0.00527991,0.010011254,0.01060403,0.002889589,0,0.025503574,0.455606507,0.134446963,1
88611c8357fffff,Colombo,Hanwella,Kiriwandala North,426.8362822,0,0,0,0,0,0,0.017026674,0.002618516,0.01753997,0.006983534,0.007845752,0.012376525,0.023613963,0.021267252,0.023042579,0.015962441,0.030442407,0.024498471,0.009749803,0.095205651,0.378854275,0.02009736,0.002511816,0.002615877,0.016346404,0,0.025500459,0.507433004,0.149740676,1
88611c85cbfffff,Gampaha,Biyagama,Biyagama West,1111.754022,0,0,0,0,0,0,0.120944751,0.097265479,0.049275362,0.040651668,0.077847309,0.053600945,0.103111653,0.063126253,0.096221544,0.067554077,0.098684211,0.098037201,0.056230641,0.255491236,0.636000669,0.098946201,0.120373484,0.122239225,0.074984688,0,0.098013614,1.087421344,0.353475709,2
886103521dfffff,Kalutara,Mathugama,Warakatholla,320.5938102,0,0,0,0,0,0,0.032601863,0.031338113,0.019976498,0.007361672,0.015086505,0.004424779,0.039198794,0.009803922,0.033751205,0.043219076,0.044603629,0.03717316,0.040043684,0.086415304,0.51475685,0.032082324,0.04885878,0.047875886,0.014891969,0,0.109941726,0.648665985,0.203726746,2
88611c8ec3fffff,Gampaha,Mahara,Udupila North,1028.784104,0,0,0,0,0,0,0.111918675,0.069484241,0.032753623,0.027152832,0.038673342,0.042502952,0.077893024,0.058116232,0.084017836,0.05391015,0.062030075,0.048813072,0.032165833,0.128031923,0.504243573,0.054686633,0.058950367,0.064065962,0.043048386,0,0.097909083,0.787242557,0.255899999,2
88611c8d67fffff,Gampaha,Attanagalla,Kolawatta,1829.779371,0,0,0,0,0,0,0.19905681,0.16108135,0.086666667,0.039565555,0.140237797,0.07674144,0.174293268,0.145290581,0.151842291,0.117803661,0.104579631,0.138218066,0.093876579,0.121133767,0.520660235,0.157626179,0.167731598,0.166936939,0.125645288,0,0.09784052,0.966496101,0.314167913,2
88611c966dfffff,Kalutara,Ingiriya,Raigam Watta,1397.001406,1,0,0,0,1,2,0.142064029,0.025779425,0.018213866,0.015673237,0.010242215,0.02561714,0.026491493,0.013071895,0.032545805,0.028315946,0.031805158,0.030242571,0.019293775,0.082728029,0.457092076,0.016949153,0.03690567,0.036624043,0.014719807,0.060606061,0.109747537,0.757210001,0.237817202,2
8861034aedfffff,Kalutara,Bandaragama,Kuda Aruggoda East,2555.932338,1,0,0,0,0,1,0.259918167,0.173017535,0.191539365,0.156969841,0.149134948,0.034466698,0.223131596,0.15577342,0.178881389,0.168405365,0.163992359,0.173789772,0.166727339,0.167424452,0.487741298,0.144269572,0.174632451,0.170858332,0.159421537,0.03030303,0.109683228,1.104808486,0.346987577,2
8861035a27fffff,Kalutara,Madurawala,Warakagoda North,478.9019897,0,0,0,0,0,0,0.048700557,0.019844786,0.012338425,0.016148183,0.008442907,0.025151374,0.023260823,0.010893246,0.028929605,0.031793343,0.034383954,0.030557597,0.021113942,0.048586083,0.498938534,0.023002421,0.037349034,0.037795689,0.008005509,0,0.109531491,0.604230682,0.189770936,1
8861034107fffff,Kalutara,Kalutara,Melegama South,1385.566359,1,0,1,0,0,2,0.140901174,0.105749349,0.150411281,0.069104726,0.071695502,0.013972986,0.136118889,0.069716776,0.103423337,0.126676602,0.116045845,0.109419301,0.093920641,0.23080122,0.487573439,0.100585149,0.122138081,0.121891603,0.099767582,0.060606061,0.109502909,1.019649476,0.320241658,2
8861034843fffff,Kalutara,Bandaragama,Senapura,2368.91937,2,0,0,1,0,3,0.240900423,0.140846962,0.139835488,0.096651627,0.11384083,0.050302748,0.179409864,0.164488017,0.216730955,0.159960258,0.157115568,0.173789772,0.174372042,0.160285556,0.545129598,0.143361582,0.175536915,0.176534755,0.107170526,0.090909091,0.109248614,1.144395193,0.359420587,2
88610348c9fffff,Kalutara,Panadura,Galthude North,1167.838166,0,0,0,0,0,0,0.118759934,0.003786353,0.0960047,0.099002612,0.00366782,0.012598975,0.088929571,0.066122004,0.094189971,0.080178838,0.073734479,0.085792292,0.082781216,0.23172997,0.52319921,0.073214286,0.004025751,0.003757348,0.104768873,0,0.109234744,0.978457987,0.307304633,2
88611c164dfffff,Gampaha,Minuwangoda,Kehelbaddara East,1311.011937,0,0,0,0,0,0,0.142621487,0.061075121,0.037391304,0.017067494,0.041802253,0.029515939,0.064266829,0.043086172,0.042947665,0.039600666,0.063055366,0.064844312,0.050750536,0.180425699,0.619305192,0.061896839,0.078435639,0.079391545,0.039986001,0,0.097172496,0.982338378,0.319317582,2
88611c8e9dfffff,Gampaha,Mahara,Kirillawala North,1772.969693,0,0,0,0,0,0,0.192876637,0.073595366,0.042318841,0.031962762,0.062765957,0.062101535,0.077689648,0.088176353,0.085660643,0.069550749,0.057245386,0.068030007,0.038122468,0.206899945,0.54703619,0.072656683,0.081917272,0.080442181,0.069384898,0,0.09711255,1.016197671,0.330323838,2
88611c9429fffff,Colombo,Padukka,Weragala,531.0026764,0,0,0,0,0,0,0.021181915,0.010312733,0.005018088,0.003542026,0.001892062,0.026147589,0.012794187,0.01944793,0.022106066,0.005529473,0.008658167,0.008688194,0.003942935,0.07763474,0.331208669,0.007114773,0.014278641,0.01498184,0.004449967,0,0.025196124,0.43447529,0.128211258,1
88611c9655fffff,Kalutara,Ingiriya,Maputugala,556.154841,0,0,0,0,0,0,0.056556562,0.083541448,0.038190364,0.04630729,0.038408304,0.07452259,0.098212363,0.064270153,0.101253616,0.102334824,0.080324737,0.081906962,0.063705861,0.112281675,0.500952851,0.067493947,0.086899463,0.090034947,0.040974434,0,0.108665626,0.710765522,0.223230369,2
88611c8ee1fffff,Gampaha,Gampaha,Weliweriya West,1227.433657,0,0,0,0,0,0,0.133529229,0.044661767,0.017101449,0.010705974,0.032352941,0.048406139,0.042302217,0.06002004,0.045763905,0.039267887,0.046394395,0.043777618,0.042649512,0.099938266,0.605899738,0.050693289,0.05206623,0.053194162,0.034911191,0,0.096786968,0.874278423,0.28419176,2
88611cb9edfffff,Gampaha,Wattala,Thudella North,2130.247594,0,0,1,0,0,1,0.231743946,0.039367136,0.032753623,0.015981381,0.032916145,0.07201889,0.045352857,0.069038076,0.047876085,0.095374376,0.047248804,0.042236153,0.022158685,0.053100591,1,0.023960067,0.043283021,0.044789073,0.027561466,0.028571429,0.096737513,1.340977432,0.435896307,3
88611c8dd9fffff,Gampaha,Gampaha,Ihalagama East,128.329798,0,0,0,0,0,0,0.013960656,0.095241061,0.074492754,0.032893716,0.078660826,0.051475797,0.100671141,0.076152305,0.077446609,0.063227953,0.059295967,0.067516185,0.05575411,0.218906853,0.49339207,0.062895175,0.085794544,0.084256447,0.074547204,0,0.096728521,0.800806783,0.260309168,2
886103515bfffff,Kalutara,Mathugama,Yatadolawatta East,222.5012456,0,0,0,0,0,0,0.022626622,0.011144231,0.026498237,0.011256234,0.013107266,0.005146716,0.012922679,0.017320261,0.045250723,0.034773969,0.010888252,0.00882075,0.02380779,0.080718048,0.445618366,0.005447942,0.015038927,0.014059754,0.005509168,0,0.108402084,0.554472204,0.174143274,1
886103435bfffff,Kalutara,Kalutara,Wattamulla,844.2723769,1,0,0,0,0,1,0.085855844,0.020542979,0.184841363,0.013298504,0.015778547,0.029646018,0.021537799,0.104248366,0.026759884,0.190312966,0.023018147,0.022261892,0.021113942,0,0.491997038,0.01846247,0.026300388,0.025594408,0.027201515,0.03030303,0.108401243,0.635357427,0.199546923,1
88611c8c13fffff,Gampaha,Gampaha,Moragoda 2,1800.867224,3,0,0,2,0,5,0.195911535,0.085741871,0.072463768,0.022032583,0.056257822,0.070720189,0.082570673,0.071142285,0.078620042,0.05124792,0.054254956,0.067824478,0.046700024,0.110093139,0.544515697,0.067221298,0.083618524,0.083845328,0.060285239,0.142857143,0.096530324,1.053662753,0.342502187,2
88611c15e5fffff,Gampaha,Katana,Katana East,1229.424903,1,0,0,0,0,1,0.133745851,0.127662888,0.055362319,0.076183088,0.056946183,0.055489965,0.119788489,0.056112224,0.110302746,0.0718802,0.098940533,0.089713287,0.055277579,0.066243771,0.504232421,0.067665003,0.123241875,0.122513304,0.076997113,0.028571429,0.096436659,0.809790584,0.26322943,2
8861022d93fffff,Kalutara,Ingiriya,Nimalagama,2163.387976,1,0,0,0,0,1,0.2199995,0.087247241,0.048766157,0.046069817,0.037508651,0.090591523,0.099935387,0.055555556,0.139344262,0.096373572,0.089016237,0.087262417,0.051328722,0.034682562,0.447148852,0.055488297,0.104137478,0.107124821,0.047258328,0.03030303,0.107899798,0.779392273,0.244783996,2
88611c8291fffff,Colombo,Hanwella,Ihala Hanwella North,1232.470972,1,2,0,0,0,3,0.049163773,0.015773145,0.015404365,0.0033027,0.004108478,0.023765253,0.016900964,0.023651192,0.023957312,0.007511737,0.015489716,0.014281453,0.00523335,0.077986158,0.42716915,0.011907882,0.02172406,0.022980802,0.006790534,0.066666667,0.024955752,0.627776281,0.185253312,1
88611c840dfffff,Colombo,Kaduwela,Pahala Bomiriya B,2467.223684,1,0,2,2,0,5,0.098418565,0.039712087,0.048080289,0.02158721,0.023209298,0.032539221,0.038856421,0.069008783,0.050637047,0.01982264,0.033719358,0.03031546,0.014911463,0.122917488,0.402039678,0.02767272,0.044717533,0.046534504,0.023058919,0.111111111,0.024927518,0.757545761,0.223547569,2
88610348e3fffff,Colombo,Kesbewa,Dampe,1650.539898,0,0,0,0,1,1,0.065840714,0.024137503,0.01738826,0.008759334,0.011947022,0.072051133,0.02882641,0.038895859,0.025699662,0.016692749,0.017937384,0.016705198,0.012617392,0.145953312,0.374352641,0.01838607,0.026072474,0.02796394,0.016355073,0.022222222,0.024923235,0.624723961,0.18435259,1
88611c8d4bfffff,Gampaha,Attanagalla,Mangalathiriya,1020.863162,0,0,0,0,0,0,0.111056977,0.074965741,0.028405797,0.01768813,0.048811014,0.044864227,0.060402685,0.050200401,0.054212626,0.041930116,0.062371839,0.059706094,0.034786752,0.079485367,0.511559694,0.058458125,0.079563213,0.082315054,0.042523405,0,0.095766762,0.744625444,0.242046938,2
88611c159dfffff,Gampaha,Katana,Pahala Kandawala,1200.184209,0,0,0,1,1,2,0.130564834,0.129811885,0.049855072,0.096043445,0.09048811,0.061393152,0.140736221,0.078156313,0.077681295,0.086189684,0.110218729,0.094645977,0.078865857,0.082652614,0.506306809,0.087853577,0.116555558,0.114679213,0.113920728,0.057142857,0.095727422,0.890587842,0.289493277,2
88611cb9c7fffff,Gampaha,Wattala,Bopitiyathuduwa,1053.749262,1,1,2,6,1,11,0.114634568,0.190606702,0.093623188,0.081768813,0.112953692,0.114521842,0.203172666,0.086172345,0.182116874,0.111480865,0.175922761,0.188778132,0.124374553,0.093084845,0.594468299,0.148530227,0.218413088,0.214421122,0.148044448,0.314285714,0.095604158,1.264517874,0.411042467,3
88611c158dfffff,Gampaha,Katana,Ihala Kandawala,986.9611023,1,2,0,0,0,3,0.107368862,0.069889124,0.020289855,0.052133437,0.03979975,0.067414404,0.064876957,0.078557114,0.063600094,0.052579035,0.090396446,0.0772788,0.048844413,0.10064508,0.585055484,0.051913478,0.094933829,0.094785647,0.0506606,0.085714286,0.095566692,0.929444313,0.302123909,2
88611c863dfffff,Colombo,Homagama,Mullegama North,2494.658123,2,0,1,0,0,3,0.099512936,0.013092579,0.010386276,0.007610569,0.00855933,0.015339919,0.018638446,0.034504391,0.023957312,0.007094418,0.012676725,0.007494966,0.00537673,0,0.366982711,0.00928665,0.015097907,0.017273435,0.009824602,0.066666667,0.024819161,0.542986915,0.160232439,1
88611c1151fffff,Gampaha,Divulapitiya,Kuleegedara,672.0232562,0,0,0,0,0,0,0.073107615,0.024448736,0.006086957,0.006113266,0.007822278,0.013459268,0.025828757,0.019038076,0.02698897,0.018635607,0.023325359,0.021272223,0.011436741,0.084325707,0.470250376,0.016860788,0.031591858,0.030788205,0.006474757,0,0.095296935,0.634158456,0.206138689,2
88611c8f19fffff,Gampaha,Mahara,Batepola North,922.2721771,0,0,0,0,0,0,0.100331527,0.037716457,0.014492754,0.010395656,0.028097622,0.0094451,0.037827944,0.03006012,0.036376437,0.032279534,0.040242652,0.03935875,0.02501787,0.129087672,0.571995762,0.036272879,0.053589444,0.051595368,0.031761309,0,0.095249728,0.83317627,0.270831149,2
88610350a1fffff,Kalutara,Beruwala,Pothuvila East,1841.962271,2,0,0,0,0,2,0.18731304,0.060339966,0.061692127,0.030871527,0.039723183,0.009804378,0.092181779,0.044008715,0.06292189,0.055638351,0.046895893,0.044208758,0.032763014,0.222927641,0.410170328,0.037328491,0.055260964,0.055531988,0.066626496,0.060606061,0.106679601,0.947643566,0.297626737,2
88611c8eebfffff,Gampaha,Gampaha,Embaraluwa North 1,1268.19931,1,0,0,0,0,1,0.137964016,0.040737511,0.018550725,0.013964313,0.025782228,0.03742621,0.044742729,0.053106212,0.039192678,0.032279534,0.040584416,0.044394204,0.026685728,0.107391137,0.606200859,0.041153633,0.053431188,0.052189206,0.030623852,0.028571429,0.095065394,0.910751292,0.296047581,2
88611c129dfffff,Gampaha,Minuwangoda,Metikotumulla,522.1705657,0,0,0,0,0,0,0.056805541,0.011617042,0.011507246,0.008083786,0.006758448,0.009327037,0.015049827,0.024448898,0.024970664,0.023061564,0.008458647,0.009146028,0.015796998,0,0.468120225,0.00942873,0.014539772,0.014160747,0.00638726,0,0.095039542,0.531313027,0.172707893,1
88611cb909fffff,Gampaha,Ja-Ela,Bandigoda,1606.142264,0,0,0,0,0,0,0.174727927,0.126697396,0.075362319,0.060822343,0.11514393,0.074380165,0.126093146,0.096192385,0.113118986,0.110482529,0.093386876,0.11098551,0.064569931,0.1572708,0.567512407,0.106821963,0.130759035,0.12890848,0.113658238,0,0.094993458,1.013169372,0.329339463,2
88611cbb53fffff,Gampaha,Mahara,Heenkenda,1952.359766,0,0,0,0,0,0,0.212392004,0.171359163,0.117681159,0.116834756,0.165581977,0.126328217,0.159243441,0.156312625,0.167566299,0.133111481,0.145334928,0.166889323,0.127710269,0.197040324,0.596230413,0.172712146,0.194734031,0.192015166,0.170618602,0,0.094897919,1.176281343,0.38236042,2
88611c8d61fffff,Gampaha,Attanagalla,Horagollagama,1141.020219,3,0,0,0,0,3,0.124128542,0.081101283,0.042028986,0.025135764,0.072152691,0.074380165,0.082570673,0.069138277,0.083548463,0.05391015,0.058868763,0.064227726,0.057421968,0.131762832,0.52263425,0.072989462,0.075013353,0.077404472,0.065360049,0.085714286,0.094740561,0.929599959,0.302174503,2
88611c9599fffff,Colombo,Homagama,Watareka South,2218.314725,0,0,0,0,1,1,0.088489485,0.041461901,0.020072354,0.011870572,0.012235337,0.030796049,0.038303586,0.059598494,0.045518894,0.015649452,0.028385635,0.027556119,0.013405979,0.119769068,0.368528404,0.025313612,0.040396129,0.04477257,0.024041379,0.022222222,0.024500612,0.623050558,0.183858778,1
88611c8d2bfffff,Gampaha,Attanagalla,Danvilana,1041.612526,1,0,0,0,0,1,0.113314245,0.052323408,0.022318841,0.013964313,0.039612015,0.046871311,0.052267643,0.071442886,0.042947665,0.043261231,0.04391661,0.049635187,0.022873481,0.13895624,0.588970055,0.044925125,0.068742458,0.066738232,0.035261178,0.028571429,0.09410888,0.905073146,0.294201851,2
88611c8c6dfffff,Gampaha,Attanagalla,Mattagoda,776.7628036,0,0,0,0,0,0,0.084501951,0.092438022,0.068405797,0.016446858,0.07428035,0.033057851,0.081960545,0.059118236,0.077681295,0.059567388,0.061431989,0.070804645,0.035025018,0.124068391,0.491685719,0.062118691,0.086170402,0.084941644,0.062385161,0,0.09410888,0.762641221,0.247903122,2
88611c846dfffff,Gampaha,Dompe,Pahala Mapitigama,857.6095758,0,0,0,0,0,0,0.093297055,0.127444874,0.084637681,0.059891389,0.086295369,0.087367178,0.133007932,0.090180361,0.106547759,0.102828619,0.122522215,0.127530572,0.062902073,0.143053977,0.652272347,0.124792013,0.160807897,0.159331247,0.080146994,0,0.094063546,0.968770374,0.314907185,2
88611c8c67fffff,Gampaha,Gampaha,Morenna,1537.911511,0,0,0,0,0,0,0.167305285,0.193440887,0.164927536,0.041582622,0.157196496,0.060212515,0.174089892,0.110220441,0.20863647,0.129118136,0.14157553,0.160517932,0.117941387,0.164025803,0.536173535,0.153300055,0.198057407,0.194413357,0.142182168,0,0.093901317,1.009686792,0.328207421,2
8861034b09fffff,Kalutara,Horana,Kumbuka South,1371.800905,1,0,0,0,0,1,0.139501336,0.052471871,0.040540541,0.031346474,0.029411765,0.044946437,0.067628688,0.053376906,0.055448409,0.054644809,0.032664756,0.036543106,0.026210411,0.503562517,0.400108615,0.028753027,0.044726621,0.041452033,0.041835241,0.03030303,0.105327423,1.115310741,0.350286024,2
88611c8e89fffff,Gampaha,Mahara,Webada South,1141.198563,0,0,0,0,0,0,0.124147943,0.050174411,0.02115942,0.015826222,0.03660826,0.050059032,0.045962986,0.075250501,0.055151373,0.037936772,0.04887218,0.050765594,0.032404098,0.127298267,0.598672838,0.05036051,0.059227315,0.059589338,0.038148569,0,0.093832004,0.888267618,0.288739068,2
88611c8881fffff,Gampaha,Attanagalla,Haggalla,1110.343835,2,0,0,0,0,2,0.12079134,0.165254765,0.075072464,0.023429015,0.092928661,0.079456907,0.165141346,0.077154309,0.151842291,0.108485857,0.145847573,0.13924571,0.088873005,0.107972694,0.516968717,0.128230727,0.200134518,0.200511614,0.082509406,0.057142857,0.093824511,0.885385014,0.287802053,2
88611c8a95fffff,Gampaha,Attanagalla,Madakotuwa,536.2731332,0,0,0,0,1,1,0.058339722,0.010651551,0.006376812,0.004903026,0.003441802,0.012514758,0.011592434,0.008617234,0.022084018,0.014176373,0.011961722,0.00801562,0.011174649,0.310202292,0.529660403,0.009872435,0.015331052,0.014503346,0.004549829,0.028571429,0.093712862,0.931323675,0.302734812,2
88611c8401fffff,Colombo,Kaduwela,Welihinda,2132.302001,2,0,0,0,1,3,0.085058402,0.011839166,0.013770568,0.006078882,0.007081719,0.031028472,0.011293634,0.062735257,0.014809975,0.006155451,0.010375187,0.009284809,0.004301384,0.128891598,0.409919528,0.008462835,0.013945532,0.014462989,0.007223972,0.066666667,0.024350489,0.697760167,0.20590517,2
88610351b7fffff,Kalutara,Kalutara,Bombuwala North - West,1777.693921,3,0,0,0,0,3,0.180777456,0.014796316,0.05893067,0.028568036,0.01467128,0.007428971,0.021753177,0.027995643,0.017598843,0.069597615,0.024832856,0.019216633,0.025482344,0.448017743,0.710303629,0.018966909,0.017238016,0.018221118,0.013772919,0.090909091,0.105092883,1.443780838,0.453448739,3
88611cb943fffff,Gampaha,Ja-Ela,Indiminna,1897.877329,1,0,0,1,0,2,0.206465005,0.184876043,0.117971014,0.103801396,0.157884856,0.082644628,0.198495017,0.120240481,0.172729406,0.154409318,0.159603554,0.181584626,0.124374553,0.131190223,0.587553672,0.161841375,0.203734842,0.201790649,0.152244291,0.057142857,0.093674271,1.134596048,0.368810254,2
88611cbb21fffff,Gampaha,Ja-Ela,Batuwatta East,2228.416719,0,0,0,1,0,1,0.242423503,0.062570076,0.044927536,0.031342126,0.058635795,0.083707202,0.068130974,0.103106212,0.057967613,0.054242928,0.064764183,0.06268626,0.048606147,0.327765302,0.639547203,0.067110372,0.076635477,0.075828518,0.046548254,0.028571429,0.093633433,1.284855691,0.41765345,3
88611c8725fffff,Gampaha,Dompe,Iddamaldeniya,1295.992398,7,1,1,0,0,9,0.140987551,0.204777626,0.037681159,0.032893716,0.067834793,0.060212515,0.225950783,0.106212425,0.20934053,0.132445923,0.15524607,0.184462029,0.099118418,0.050058603,0.484514582,0.156960621,0.28462345,0.279743279,0.075422172,0.257142857,0.093582104,1.008125765,0.327699995,2
88611c8ccdfffff,Gampaha,Gampaha,Ihala Yagoda North,1500.481796,2,0,0,0,1,3,0.163233407,0.034975707,0.023478261,0.034662529,0.021964956,0.056198347,0.03701444,0.108316633,0.036611124,0.082895175,0.02050581,0.023224746,0.016916845,0.134366416,0.428193833,0.02296173,0.026349627,0.027042459,0.024674075,0.085714286,0.093527404,0.836182016,0.271808193,2
88611c8d5bfffff,Gampaha,Attanagalla,Mahipalagoda,1109.892237,1,0,0,0,0,1,0.120742212,0.105861468,0.068695652,0.026377036,0.082853567,0.047579693,0.09558674,0.061122244,0.11922084,0.059567388,0.066900205,0.071421231,0.046461758,0.162907425,0.507466682,0.068996118,0.091333505,0.090240504,0.082684399,0.028571429,0.093463711,0.902372146,0.293323867,2
88611c140dfffff,Gampaha,Katana,Yatiyana,1163.720688,0,0,0,0,1,1,0.126598065,0.203126947,0.075362319,0.099301784,0.122966208,0.090909091,0.186089079,0.137274549,0.15043417,0.113810316,0.153195489,0.175110472,0.121991899,0.082035269,0.480499638,0.148973932,0.205851516,0.199255419,0.14025724,0.028571429,0.093439358,0.857961641,0.278887849,2
88611c8ea9fffff,Gampaha,Gampaha,Weliweriya West,1115.711716,0,0,0,0,0,0,0.121375297,0.036564096,0.024927536,0.009775019,0.02922403,0.048878394,0.038234696,0.079559118,0.02980521,0.034608985,0.025546822,0.030109958,0.018584703,0.231361111,0.51430324,0.032723239,0.044014955,0.04022109,0.03333625,0,0.093359555,0.900375898,0.29267497,2
8861034865fffff,Colombo,Homagama,Kahathuduwa South,1484.644355,0,0,0,0,0,0,0.059223072,0.040469099,0.024040145,0.015173272,0.017370934,0.077861708,0.04849155,0.072772898,0.052923881,0.025456442,0.036532349,0.035461257,0.01842426,0.201441532,0.452203012,0.031155214,0.052784155,0.055625216,0.027075447,0,0.024214872,0.739943063,0.21835311,2
88611c8c93fffff,Gampaha,Gampaha,Bollatha North,1765.166234,0,0,0,1,0,1,0.19202772,0.040363772,0.048782609,0.010550815,0.027784731,0.036245573,0.034980679,0.068136273,0.034498944,0.026622296,0.033065619,0.031445895,0.022158685,0.096314721,0.542787041,0.034276206,0.043876481,0.044035356,0.021786683,0.028571429,0.093092795,0.881487593,0.286535163,2
8861034a51fffff,Kalutara,Bandaragama,Bamunumulla,636.8052176,0,0,0,0,0,0,0.06475807,0.174950992,0.139247944,0.106150558,0.104636678,0.060782487,0.129011415,0.086056645,0.236258438,0.135121709,0.194078319,0.15152788,0.140516928,0.147102856,0.466966181,0.13236481,0.20453296,0.218128194,0.118361023,0,0.104377073,0.797188129,0.250373147,2
88611c1753fffff,Gampaha,Minuwangoda,Pansilgoda,1671.987412,2,0,0,1,0,3,0.181891045,0.074934596,0.031014493,0.019860357,0.037859825,0.062927981,0.068944478,0.072244489,0.070406008,0.051580699,0.045454545,0.047682664,0.036692876,0.058719323,0.438576925,0.045479756,0.063955214,0.062010369,0.057835331,0.085714286,0.092969531,0.82273691,0.267437745,2
88611c81adfffff,Gampaha,Dompe,Kirindiwela,1978.698518,2,1,3,9,5,20,0.215257327,0.070792326,0.039130435,0.013033359,0.03204005,0.028335301,0.079520033,0.0250501,0.058436987,0.044259567,0.053400547,0.058164629,0.028591851,0.099106192,0.493994312,0.046367166,0.076279401,0.073521686,0.039636014,0.571428571,0.092959415,1.419422416,0.461395527,3
8861034a63fffff,Kalutara,Bandaragama,Raigama South,1308.251763,0,0,1,0,1,2,0.13303889,0.200032224,0.164512338,0.164094039,0.15384083,0.145086167,0.234331251,0.147058824,0.342574735,0.208147044,0.169627507,0.176730022,0.175464143,0.191821458,0.479466798,0.149313963,0.190824126,0.192210573,0.16785745,0.060606061,0.104095037,1.032790657,0.324368913,2
